149;Souris;489
150;Table;270
151;Telephone;416
152;Fauteuil;393
153;Fauteuil;322
154;Poubelle;428
155;Telephone;258
156;Chaise;339
157;Ecran;555
158;Telephone;424
159;Ordinateur;209
160;Stylo;254
161;Telephone;460
162;Stylo;491
163;Stylo;428
164;Souris;379
165;Clavier;449
166;Chaise;294
167;Poubelle;350
168;Clavier;222
169;Poubelle;208
170;Poubelle;425
171;Clavier;309
172;Ordinateur;573
173;Clavier;426
174;Souris;487
175;Chaise;498
176;Souris;486
177;Ordinateur;451
178;Clavier;518
179;Telephone;596
180;Clavier;403
181;Telephone;219
182;Chaise;374
183;Clavier;586
184;Clavier;241
185;Stylo;404
186;Ordinateur;463
187;Stylo;448
188;Clavier;320
189;Poubelle;324
190;Souris;415
191;Ecran;526
192;Ecran;586
193;Ecran;359
194;Chaise;378
195;Telephone;349
196;Stylo;538
197;Fauteuil;451
198;Telephone;386
199;Telephone;538
200;Poubelle;288
201;Clavier;549
202;Clavier;461
203;Poubelle;477
204;Table;377
205;Poubelle;315
206;Fauteuil;276
207;Poubelle;458
208;Telephone;358
209;Poubelle;357
210;Poubelle;568
211;Table;586
212;Table;552
213;Souris;487
214;Stylo;275
215;Ordinateur;282
216;Poubelle;228
217;Poubelle;375
218;Fauteuil;278
219;Clavier;509
220;Clavier;340
221;Table;525
222;Telephone;587
223;Chaise;262
224;Telephone;450
225;Fauteuil;554
226;Fauteuil;218
227;Ecran;516
228;Fauteuil;519
229;Stylo;555
230;Clavier;485
231;Table;322
232;Telephone;399
233;Ecran;363
234;Clavier;326
235;Fauteuil;314
236;Table;488
237;Clavier;349
238;Souris;202
239;Souris;462
240;Fauteuil;410
241;Fauteuil;435
242;Ordinateur;587
243;Souris;271
244;Stylo;441
245;Table;457
246;Ecran;255
247;Stylo;239
248;Table;408
249;Souris;215
250;Ordinateur;398
251;Chaise;331
252;Ecran;508
253;Clavier;563
254;Telephone;256
255;Poubelle;448
256;Chaise;563
257;Clavier;502
258;Clavier;286
259;Chaise;363
260;Stylo;552
261;Ordinateur;476
262;Ordinateur;447
263;Souris;577
264;Table;337
265;Table;452
266;Clavier;234
267;Souris;505
268;Ecran;545
269;Ordinateur;234
270;Souris;202
271;Ordinateur;429
272;Clavier;261
273;Ordinateur;431
274;Poubelle;580
275;Souris;400
276;Chaise;558
277;Ordinateur;569
278;Fauteuil;216
279;Clavier;424
280;Ecran;363
281;Fauteuil;591
282;Souris;270
283;Clavier;585
284;Poubelle;238
285;Table;418
286;Chaise;203
287;Stylo;235
288;Poubelle;297
289;Telephone;373
290;Poubelle;503
291;Fauteuil;233
292;Poubelle;316
293;Fauteuil;538
294;Ordinateur;474
295;Telephone;307
296;Ecran;340
297;Ecran;404
298;Ordinateur;506
299;Chaise;321
300;Souris;328
301;Chaise;316
302;Fauteuil;279
303;Souris;362
304;Clavier;533
305;Clavier;295
306;Chaise;312
307;Stylo;592
308;Table;272
309;Table;321
310;Stylo;468
311;Poubelle;283
312;Souris;316
313;Souris;250
314;Souris;248
315;Poubelle;535
316;Stylo;375
317;Telephone;415
318;Telephone;239
319;Stylo;261
320;Souris;468
321;Chaise;377
322;Ordinateur;570
323;Souris;424
324;Poubelle;492
325;Ecran;553
326;Telephone;270
327;Telephone;549
328;Ecran;375
329;Poubelle;497
330;Table;466
331;Telephone;223
332;Ecran;281
333;Table;216
334;Ecran;494
335;Stylo;379
336;Poubelle;558
337;Chaise;454
338;Table;455
339;Chaise;593
340;Poubelle;321
341;Clavier;361
342;Chaise;499
343;Ecran;479
344;Souris;377
345;Clavier;433
346;Fauteuil;292
347;Ordinateur;468
348;Fauteuil;259
349;Fauteuil;361
350;Stylo;374
351;Fauteuil;513
352;Souris;226
353;Clavier;254
354;Ecran;502
355;Fauteuil;268
356;Ecran;504
357;Poubelle;447
358;Souris;257
359;Chaise;229
360;Telephone;398
361;Poubelle;466
362;Table;395
363;Poubelle;417
364;Clavier;431
365;Telephone;306
366;Ecran;388
367;Clavier;249
368;Fauteuil;238
369;Table;454
370;Souris;328
371;Clavier;590
372;Ecran;436
373;Table;445
374;Clavier;201
375;Telephone;470
376;Souris;479
377;Clavier;480
378;Poubelle;408
379;Souris;238
380;Ecran;273
381;Souris;228
382;Telephone;316
383;Fauteuil;487
384;Souris;468
385;Stylo;428
386;Poubelle;303
387;Souris;390
388;Clavier;318
389;Poubelle;377
390;Stylo;317
391;Stylo;234
392;Chaise;565
393;Ordinateur;350
394;Chaise;230
395;Ecran;359
396;Telephone;390
397;Ecran;345
398;Ecran;503
399;Table;294
400;Table;328
401;Fauteuil;274
402;Clavier;431
403;Clavier;297
404;Fauteuil;510
405;Stylo;266
406;Ecran;282
407;Stylo;466
408;Chaise;491
409;Table;407
410;Fauteuil;494
411;Chaise;368
412;Poubelle;554
413;Stylo;240
414;Ordinateur;405
415;Telephone;549
416;Chaise;394
417;Clavier;565
418;Ecran;344
419;Telephone;287
420;Ecran;327
421;Table;408
422;Fauteuil;307
423;Telephone;332
424;Poubelle;567
425;Ordinateur;345
426;Telephone;380
427;Ecran;575
428;Stylo;389
429;Table;328
430;Chaise;446
431;Ecran;215
432;Souris;598
433;Chaise;479
434;Chaise;286
435;Ecran;413
436;Poubelle;396
437;Fauteuil;261
438;Clavier;220
439;Table;219
440;Telephone;436
441;Stylo;319
442;Ordinateur;567
443;Clavier;321
444;Chaise;472
445;Table;547
446;Table;211
447;Chaise;540
448;Ordinateur;251
449;Chaise;313
450;Ecran;297
451;Ecran;240
452;Souris;398
453;Souris;227
454;Telephone;404
455;Ecran;418
456;Ordinateur;416
457;Ordinateur;506
458;Telephone;483
459;Table;548
460;Ordinateur;348
461;Chaise;354
462;Souris;408
463;Chaise;434
464;Telephone;385
465;Stylo;404
466;Ecran;561
467;Ordinateur;552
468;Telephone;347
469;Table;405
470;Telephone;364
471;Ordinateur;598
472;Chaise;340
473;Poubelle;360
474;Telephone;544
475;Ecran;496
476;Telephone;406
477;Ecran;440
478;Souris;397
479;Ordinateur;483
480;Table;459
481;Fauteuil;370
482;Souris;473
483;Ecran;288
484;Chaise;260
485;Telephone;258
486;Fauteuil;278
487;Table;492
488;Poubelle;413
489;Ecran;392
490;Ordinateur;554
491;Souris;587
492;Souris;598
493;Ordinateur;229
494;Stylo;252
495;Stylo;600
496;Clavier;461
497;Souris;393
498;Clavier;413
499;Telephone;419
500;Fauteuil;211
501;Table;589
502;Chaise;472
503;Fauteuil;365
504;Poubelle;591
505;Stylo;344
506;Fauteuil;208
507;Stylo;230
508;Poubelle;472
509;Ordinateur;236
510;Telephone;361
511;Ecran;311
512;Fauteuil;536
513;Chaise;599
514;Fauteuil;599
515;Ordinateur;268
516;Souris;277
517;Clavier;441
518;Table;281
519;Ordinateur;351
520;Clavier;354
521;Ordinateur;575
522;Telephone;496
523;Souris;240
524;Telephone;371
525;Poubelle;215
526;Telephone;408
527;Table;242
528;Fauteuil;486
529;Ecran;287
530;Table;371
531;Poubelle;333
532;Fauteuil;390
533;Ordinateur;550
534;Souris;241
535;Poubelle;264
536;Souris;577
537;Stylo;577
538;Poubelle;315
539;Stylo;320
540;Stylo;326
541;Fauteuil;444
542;Telephone;307
543;Ecran;500
544;Poubelle;345
545;Table;368
546;Table;525
547;Table;342
548;Souris;564
549;Stylo;370
550;Poubelle;588
551;Table;274
552;Poubelle;582
553;Ordinateur;251
554;Fauteuil;421
555;Fauteuil;276
556;Stylo;466
557;Ecran;524
558;Poubelle;491
559;Clavier;256
560;Souris;237
561;Fauteuil;505
562;Stylo;210
563;Fauteuil;431
564;Poubelle;366
565;Stylo;569
566;Ordinateur;401
567;Table;327
568;Poubelle;375
569;Ecran;303
570;Table;587
571;Fauteuil;577
572;Chaise;354
573;Chaise;282
574;Souris;584
575;Fauteuil;444
576;Souris;467
577;Souris;478
578;Ordinateur;260
579;Fauteuil;373
580;Ecran;545
581;Clavier;322
582;Clavier;291
583;Ordinateur;457
584;Telephone;325
585;Ordinateur;467
586;Stylo;278
587;Ecran;529
588;Stylo;226
589;Ecran;440
590;Clavier;293
591;Fauteuil;297
592;Ecran;489
593;Stylo;298
594;Souris;557
595;Poubelle;453
596;Ordinateur;567
597;Table;378
598;Chaise;420
599;Souris;422
600;Table;508
601;Ordinateur;594
602;Stylo;251
603;Chaise;597
604;Poubelle;410
605;Fauteuil;530
606;Poubelle;317
607;Stylo;301
608;Souris;231
609;Chaise;263
610;Souris;555
611;Stylo;561
612;Poubelle;271
613;Ecran;393
614;Ecran;341
615;Souris;463
616;Clavier;305
617;Chaise;201
618;Clavier;475
619;Stylo;379
620;Poubelle;525
621;Poubelle;340
622;Chaise;384
623;Souris;413
624;Ecran;481
625;Ecran;547
626;Ecran;472
627;Table;536
628;Clavier;443
629;Poubelle;499
630;Chaise;498
631;Poubelle;386
632;Clavier;293
633;Table;460
634;Souris;446
635;Ecran;512
636;Ecran;233
637;Souris;331
638;Telephone;387
639;Ecran;272
640;Chaise;203
641;Chaise;497
642;Clavier;274
643;Ecran;598
644;Clavier;225
645;Poubelle;217
646;Telephone;482
647;Souris;396
648;Table;300
649;Ecran;230
650;Poubelle;283
651;Clavier;245
652;Poubelle;264
653;Table;595
654;Chaise;397
655;Ecran;386
656;Souris;504
657;Clavier;252
658;Poubelle;535
659;Poubelle;201
660;Stylo;390
661;Poubelle;479
662;Stylo;442
663;Souris;531
664;Souris;251
665;Clavier;565
666;Ordinateur;276
667;Ordinateur;435
668;Ordinateur;423
669;Chaise;443
670;Table;273
671;Poubelle;345
672;Table;446
673;Souris;550
674;Fauteuil;568
675;Table;234
676;Stylo;242
677;Ecran;364
678;Clavier;260
679;Clavier;357
680;Table;245
681;Poubelle;538
682;Fauteuil;383
683;Telephone;343
684;Souris;452
685;Ecran;595
686;Telephone;470
687;Souris;402
688;Souris;374
689;Poubelle;507
690;Telephone;374
691;Chaise;367
692;Telephone;380
693;Poubelle;347
694;Stylo;493
695;Fauteuil;399
696;Fauteuil;352
697;Ordinateur;319
698;Souris;464
699;Table;428
700;Souris;452
701;Table;267
702;Ordinateur;276
703;Ecran;459
704;Souris;484
705;Ecran;592
706;Stylo;581
707;Ordinateur;365
708;Fauteuil;337
709;Clavier;548
710;Souris;265
711;Fauteuil;528
712;Stylo;473
713;Chaise;219
714;Fauteuil;295
715;Table;215
716;Telephone;381
717;Souris;236
718;Clavier;326
719;Ecran;533
720;Table;265
721;Fauteuil;226
722;Souris;462
723;Stylo;507
724;Stylo;420
725;Ecran;219
726;Chaise;362
727;Table;254
728;Poubelle;294
729;Poubelle;353
730;Ordinateur;559
731;Ecran;431
732;Stylo;333
733;Ordinateur;372
734;Fauteuil;210
735;Table;238
736;Fauteuil;573
737;Ecran;587
738;Ecran;411
739;Fauteuil;277
740;Table;426
741;Telephone;241
742;Ordinateur;584
743;Ecran;354
744;Fauteuil;521
745;Fauteuil;217
746;Telephone;512
747;Stylo;250
748;Fauteuil;451
749;Fauteuil;414
750;Ordinateur;445
751;Ordinateur;423
752;Fauteuil;493
753;Table;248
754;Clavier;328
755;Telephone;579
756;Souris;509
757;Clavier;215
758;Poubelle;326
759;Ordinateur;517
760;Telephone;394
761;Table;536
762;Souris;418
763;Clavier;369
764;Stylo;249
765;Table;445
766;Chaise;391
767;Clavier;308
768;Table;369
769;Telephone;593
770;Souris;325
771;Ecran;556
772;Clavier;543
773;Souris;537
774;Table;441
775;Ecran;555
776;Chaise;462
777;Chaise;374
778;Table;423
779;Chaise;406
780;Ecran;597
781;Poubelle;486
782;Telephone;248
783;Telephone;546
784;Poubelle;315
785;Telephone;456
786;Souris;439
787;Fauteuil;399
788;Stylo;349
789;Clavier;263
790;Ecran;340
791;Telephone;382
792;Poubelle;316
793;Ecran;490
794;Stylo;209
795;Ordinateur;411
796;Clavier;224
797;Souris;298
798;Telephone;598
799;Stylo;380
800;Poubelle;590
801;Poubelle;489
802;Table;446
803;Ordinateur;514
804;Telephone;496
805;Table;284
806;Souris;290
807;Stylo;362
808;Ordinateur;230
809;Telephone;459
810;Clavier;263
811;Chaise;469
812;Ecran;279
813;Ecran;405
814;Poubelle;455
815;Chaise;338
816;Table;372
817;Fauteuil;570
818;Table;547
819;Table;570
820;Telephone;517
821;Fauteuil;345
822;Clavier;340
823;Table;208
824;Clavier;403
825;Clavier;236
826;Table;533
827;Stylo;588
828;Chaise;234
829;Ordinateur;319
830;Ecran;372
831;Clavier;266
832;Ecran;200
833;Ordinateur;458
834;Fauteuil;339
835;Fauteuil;508
836;Telephone;302
837;Fauteuil;240
838;Chaise;341
839;Table;439
840;Fauteuil;563
841;Chaise;252
842;Poubelle;598
843;Ecran;428
844;Telephone;587
845;Chaise;358
846;Chaise;352
847;Telephone;297
848;Poubelle;273
849;Fauteuil;550
850;Souris;342
851;Ordinateur;540
852;Table;531
853;Souris;371
854;Souris;542
855;Chaise;348
856;Stylo;527
857;Souris;514
858;Telephone;292
859;Stylo;434
860;Fauteuil;216
861;Stylo;223
862;Clavier;343
863;Table;216
864;Stylo;461
865;Table;324
866;Telephone;247
867;Ordinateur;518
868;Ordinateur;331
869;Fauteuil;560
870;Souris;395
871;Ordinateur;531
872;Table;444
873;Ecran;366
874;Table;392
875;Ordinateur;491
876;Fauteuil;415
877;Ordinateur;549
878;Fauteuil;225
879;Telephone;274
880;Stylo;378
881;Table;488
882;Ordinateur;466
883;Souris;412
884;Ordinateur;417
885;Clavier;368
886;Fauteuil;350
887;Fauteuil;333
888;Chaise;344
889;Poubelle;517
890;Souris;435
891;Clavier;380
892;Poubelle;540
893;Stylo;377
894;Stylo;429
895;Chaise;500
896;Ordinateur;296
897;Clavier;599
898;Clavier;370
899;Fauteuil;467
900;Souris;416
901;Chaise;524
902;Ecran;496
903;Table;352
904;Ecran;332
905;Table;528
906;Poubelle;238
907;Chaise;522
908;Table;373
909;Table;520
910;Poubelle;355
911;Chaise;440
912;Chaise;481
913;Ordinateur;210
914;Table;463
915;Clavier;271
916;Clavier;216
917;Fauteuil;518
918;Fauteuil;269
919;Ordinateur;291
920;Souris;232
921;Stylo;427
922;Clavier;467
923;Clavier;438
924;Ecran;205
925;Telephone;397
926;Stylo;382
927;Ordinateur;447
928;Poubelle;219
929;Clavier;390
930;Ecran;494
931;Chaise;400
932;Chaise;560
933;Ordinateur;291
934;Poubelle;362
935;Clavier;352
936;Ordinateur;361
937;Table;407
938;Chaise;426
939;Chaise;372
940;Ordinateur;358
941;Ecran;382
942;Telephone;398
943;Chaise;440
944;Souris;311
945;Fauteuil;406
946;Clavier;475
947;Souris;455
948;Table;460
949;Poubelle;493
950;Chaise;305
951;Stylo;358
952;Telephone;308
953;Fauteuil;600
954;Ordinateur;590
955;Fauteuil;572
956;Souris;486
957;Souris;301
958;Clavier;230
959;Ordinateur;466
960;Fauteuil;579
961;Stylo;413
962;Table;442
963;Table;345
964;Ordinateur;509
965;Telephone;401
966;Fauteuil;585
967;Ordinateur;252
968;Fauteuil;211
969;Poubelle;343
970;Telephone;599
971;Table;583
972;Table;552
973;Table;542
974;Telephone;341
975;Fauteuil;463
976;Chaise;259
977;Poubelle;526
978;Chaise;348
979;Clavier;457
980;Table;584
981;Telephone;251
982;Clavier;518
983;Clavier;340
984;Table;535
985;Ordinateur;381
986;Ordinateur;328
987;Telephone;418
988;Ordinateur;386
989;Poubelle;392
990;Chaise;233
991;Ecran;434
992;Chaise;381
993;Chaise;401
994;Fauteuil;239
995;Clavier;259
996;Telephone;527
997;Souris;568
998;Poubelle;320
999;Souris;492
1000;Chaise;342
1001;Souris;315
1002;Ordinateur;335
1003;Clavier;492
1004;Poubelle;413
1005;Souris;265
1006;Fauteuil;497
1007;Stylo;413
1008;Ordinateur;237
1009;Chaise;206
1010;Table;594
1011;Ecran;600
1012;Fauteuil;238
1013;Table;315
1014;Poubelle;486
1015;Stylo;513
1016;Chaise;377
1017;Fauteuil;486
1018;Ordinateur;534
1019;Telephone;279
1020;Telephone;559
1021;Stylo;322
1022;Chaise;538
1023;Table;289
1024;Fauteuil;459
1025;Table;252
1026;Ecran;200
1027;Chaise;555
1028;Chaise;588
1029;Souris;365
1030;Stylo;262
1031;Clavier;286
1032;Ecran;543
1033;Table;504
1034;Ordinateur;309
1035;Poubelle;471
1036;Ordinateur;418
1037;Souris;507
1038;Chaise;424
1039;Souris;396
1040;Chaise;252
1041;Fauteuil;368
1042;Ecran;317
1043;Poubelle;326
1044;Table;254
1045;Ordinateur;298
1046;Poubelle;383
1047;Poubelle;405
1048;Telephone;317
1049;Chaise;485
1050;Stylo;445
1051;Fauteuil;576
1052;Clavier;381
1053;Fauteuil;570
1054;Ordinateur;282
1055;Telephone;507
1056;Ecran;215
1057;Telephone;559
1058;Chaise;441
1059;Table;317
1060;Poubelle;232
1061;Table;447
1062;Ordinateur;571
1063;Souris;553
1064;Fauteuil;226
1065;Stylo;265
1066;Fauteuil;244
1067;Ecran;555
1068;Souris;410
1069;Souris;277
1070;Telephone;445
1071;Ordinateur;436
1072;Clavier;404
1073;Souris;479
1074;Souris;442
1075;Table;388
1076;Stylo;385
1077;Table;292
1078;Clavier;202
1079;Stylo;494
1080;Poubelle;572
1081;Ecran;282
1082;Fauteuil;349
1083;Telephone;451
1084;Ecran;565
1085;Clavier;328
1086;Poubelle;244
1087;Chaise;332
1088;Chaise;242
1089;Table;461
1090;Poubelle;212
1091;Table;364
1092;Ecran;587
1093;Fauteuil;352
1094;Table;343
1095;Ecran;505
1096;Poubelle;245
1097;Fauteuil;526
1098;Ecran;405
1099;Stylo;308
1100;Telephone;423
1101;Souris;406
1102;Telephone;484
1103;Souris;354
1104;Souris;532
1105;Chaise;458
1106;Telephone;270
1107;Ordinateur;528
1108;Stylo;320
1109;Ecran;455
1110;Chaise;364
1111;Ordinateur;461
1112;Stylo;599
1113;Stylo;271
1114;Poubelle;500
1115;Poubelle;273
1116;Telephone;345
1117;Clavier;440
1118;Table;532
1119;Table;252
1120;Fauteuil;375
1121;Stylo;448
1122;Stylo;202
1123;Table;517
1124;Chaise;577
1125;Souris;524
1126;Ecran;514
1127;Telephone;202
1128;Ecran;409
1129;Telephone;466
1130;Ecran;579
1131;Telephone;537
1132;Ordinateur;239
1133;Souris;388
1134;Ecran;555
1135;Ordinateur;538
1136;Poubelle;294
1137;Ordinateur;584
1138;Clavier;405
1139;Clavier;540
1140;Stylo;356
1141;Ordinateur;511
1142;Fauteuil;518
1143;Ordinateur;528
1144;Ordinateur;250
1145;Ecran;520
1146;Souris;428
1147;Telephone;407
1148;Souris;270
1149;Stylo;349
1150;Clavier;522
1151;Poubelle;334
1152;Clavier;375
1153;Ecran;424
1154;Stylo;424
1155;Ecran;336
1156;Fauteuil;304
1157;Stylo;429
1158;Ordinateur;217
1159;Fauteuil;456
1160;Table;460
1161;Poubelle;284
1162;Ecran;530
1163;Clavier;385
1164;Table;520
1165;Fauteuil;291
1166;Table;430
1167;Stylo;231
1168;Souris;503
1169;Stylo;589
1170;Stylo;573
1171;Telephone;465
1172;Chaise;288
1173;Table;569
1174;Table;203
1175;Table;443
1176;Poubelle;521
1177;Ordinateur;364
1178;Table;596
1179;Telephone;309
1180;Souris;309
1181;Chaise;433
1182;Poubelle;303
1183;Souris;583
1184;Fauteuil;368
1185;Fauteuil;496
1186;Fauteuil;453
1187;Chaise;366
1188;Fauteuil;303
1189;Clavier;531
1190;Ordinateur;392
1191;Telephone;355
1192;Ecran;545
1193;Clavier;367
1194;Table;513
1195;Clavier;437
1196;Ecran;329
1197;Table;325
1198;Table;315
1199;Poubelle;506
1200;Poubelle;600
1201;Table;407
1202;Table;224
1203;Clavier;390
1204;Telephone;297
1205;Clavier;305
1206;Poubelle;370
1207;Ordinateur;544
1208;Souris;237
1209;Clavier;419
1210;Telephone;445
1211;Fauteuil;239
1212;Table;296
1213;Ordinateur;395
1214;Fauteuil;452
1215;Chaise;215
1216;Souris;309
1217;Fauteuil;427
1218;Clavier;339
1219;Telephone;434
1220;Fauteuil;341
1221;Ecran;593
1222;Table;424
1223;Chaise;480
1224;Table;347
1225;Ordinateur;469
1226;Clavier;271
1227;Clavier;237
1228;Ordinateur;402
1229;Poubelle;354
1230;Table;223
1231;Chaise;275
1232;Chaise;221
1233;Chaise;410
1234;Fauteuil;565
1235;Ecran;449
1236;Clavier;521
1237;Chaise;425
1238;Ordinateur;266
1239;Chaise;535
1240;Fauteuil;600
1241;Poubelle;513
1242;Table;455
1243;Table;368
1244;Telephone;548
1245;Ecran;444
1246;Ecran;282
1247;Fauteuil;576
1248;Poubelle;569
1249;Stylo;262
1250;Table;312
1251;Telephone;202
1252;Souris;467
1253;Souris;316
1254;Stylo;555
1255;Souris;575
1256;Fauteuil;536
1257;Stylo;226
1258;Table;575
1259;Clavier;386
1260;Chaise;458
1261;Stylo;289
1262;Clavier;498
1263;Ordinateur;520
1264;Poubelle;304
1265;Table;430
1266;Poubelle;266
1267;Chaise;338
1268;Fauteuil;556
1269;Ordinateur;441
1270;Ordinateur;437
1271;Clavier;392
1272;Telephone;253
1273;Table;239
1274;Fauteuil;282
1275;Poubelle;419
1276;Stylo;518
1277;Table;513
1278;Stylo;213
1279;Ordinateur;372
1280;Table;241
1281;Souris;250
1282;Souris;339
1283;Chaise;547
1284;Clavier;521
1285;Ecran;243
1286;Clavier;494
1287;Table;443
1288;Telephone;425
1289;Telephone;543
1290;Table;485
1291;Souris;226
1292;Clavier;338
1293;Clavier;551
1294;Table;456
1295;Poubelle;455
1296;Poubelle;230
1297;Ordinateur;259
1298;Ecran;320
1299;Clavier;560
1300;Telephone;318
1301;Fauteuil;368
1302;Poubelle;405
1303;Table;415
1304;Souris;325
1305;Fauteuil;264
1306;Fauteuil;304
1307;Poubelle;450
1308;Table;250
1309;Chaise;331
1310;Chaise;228
1311;Ecran;303
1312;Fauteuil;485
1313;Fauteuil;446
1314;Ecran;564
1315;Table;545
1316;Poubelle;545
1317;Clavier;585
1318;Clavier;532
1319;Table;200
1320;Table;207
1321;Telephone;212
1322;Chaise;229
1323;Stylo;600
1324;Souris;300
1325;Ordinateur;555
1326;Fauteuil;339
1327;Clavier;317
1328;Ordinateur;334
1329;Telephone;301
1330;Telephone;365
1331;Poubelle;286
1332;Stylo;518
1333;Table;364
1334;Ordinateur;474
1335;Ordinateur;543
1336;Chaise;408
1337;Clavier;372
1338;Clavier;329
1339;Table;249
1340;Table;554
1341;Clavier;318
1342;Ordinateur;471
1343;Fauteuil;600
1344;Chaise;423
1345;Telephone;219
1346;Chaise;237
1347;Ordinateur;506
1348;Stylo;229
1349;Clavier;267
1350;Fauteuil;275
1351;Clavier;521
1352;Fauteuil;303
1353;Poubelle;598
1354;Ecran;261
1355;Chaise;378
1356;Fauteuil;461
1357;Souris;466
1358;Ordinateur;598
1359;Chaise;288
1360;Telephone;404
1361;Chaise;332
1362;Stylo;523
1363;Ecran;521
1364;Clavier;444
1365;Table;346
1366;Fauteuil;339
1367;Souris;448
1368;Poubelle;298
1369;Clavier;486
1370;Chaise;463
1371;Clavier;536
1372;Stylo;300
1373;Clavier;507
1374;Table;565
1375;Fauteuil;521
1376;Table;508
1377;Poubelle;441
1378;Clavier;264
1379;Ordinateur;289
1380;Clavier;285
1381;Ecran;267
1382;Clavier;365
1383;Chaise;423
1384;Chaise;270
1385;Fauteuil;510
1386;Table;245
1387;Fauteuil;288
1388;Ordinateur;567
1389;Souris;270
1390;Stylo;539
1391;Fauteuil;408
1392;Poubelle;259
1393;Table;404
1394;Chaise;205
1395;Souris;294
1396;Table;463
1397;Table;206
1398;Ordinateur;347
1399;Telephone;406
1400;Souris;514
1401;Ordinateur;569
1402;Table;319
1403;Ecran;316
1404;Stylo;591
1405;Clavier;491
1406;Poubelle;203
1407;Table;412
1408;Chaise;260
1409;Poubelle;362
1410;Chaise;396
1411;Clavier;354
1412;Telephone;532
1413;Souris;246
1414;Fauteuil;385
1415;Poubelle;398
1416;Fauteuil;218
1417;Souris;534
1418;Poubelle;290
1419;Table;523
1420;Fauteuil;376
1421;Souris;227
1422;Chaise;493
1423;Table;310
1424;Table;377
1425;Table;599
1426;Chaise;306
1427;Clavier;391
1428;Ordinateur;400
1429;Telephone;530
1430;Clavier;206
1431;Souris;549
1432;Table;539
1433;Ordinateur;326
1434;Ordinateur;245
1435;Fauteuil;213
1436;Table;227
1437;Clavier;304
1438;Stylo;533
1439;Table;394
1440;Chaise;348
1441;Telephone;561
1442;Chaise;316
1443;Poubelle;445
1444;Souris;372
1445;Ordinateur;428
1446;Clavier;338
1447;Chaise;417
1448;Souris;517
1449;Telephone;254
1450;Chaise;499
1451;Ordinateur;600
1452;Stylo;383
1453;Souris;248
1454;Fauteuil;404
1455;Souris;204
1456;Ordinateur;407
1457;Ordinateur;246
1458;Telephone;542
1459;Telephone;491
1460;Telephone;377
1461;Fauteuil;448
1462;Poubelle;468
1463;Table;448
1464;Chaise;536
1465;Table;464
1466;Ecran;286
1467;Telephone;442
1468;Table;366
1469;Ordinateur;447
1470;Chaise;234
1471;Table;368
1472;Poubelle;579
1473;Ecran;261
1474;Clavier;216
1475;Table;499
1476;Ecran;419
